ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2444,Manole Aldescu,M,26,NA,NA,Romania,ROU,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
2444,Manole Aldescu,M,26,NA,NA,Romania,ROU,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA
2479,Konstantin Aleksandrov,M,36,180,95,Druzhba,URS,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,NA
2509,Lev Borisovich Alekseyev,M,30,172,70,Druzhba,URS,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed 5.5 metres,NA
2648,"Zenny ""Algodo"" de Azevedo",M,31,183,77,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,NA
2700,Sheikh Ali bin Sheik Mohamed,M,NA,NA,NA,Malaya,MAL,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,NA
2821,Peter Charles Allday,M,29,NA,NA,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Hammer Throw,NA
2853,Lee Dale Allen,M,21,167,63,United States,USA,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Bantamweight, Freestyle",NA
2858,"Ian Graeme Keith ""Mick"" Allen",M,18,190,84,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,NA
2928,"Edward James ""Ted"" Allsopp",M,30,179,80,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 20 kilometres Walk,NA
2928,"Edward James ""Ted"" Allsopp",M,30,179,80,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 50 kilometres Walk,NA
2944,Jess Antonio Almada Flix,M,25,171,67,Mexico,MEX,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
2944,Jess Antonio Almada Flix,M,25,171,67,Mexico,MEX,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,NA
3007,Ingrid Margareta Almqvist,F,29,162,57,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,NA
3022,Pentti Johannes Alonen,M,30,172,65,Finland,FIN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,NA
3022,Pentti Johannes Alonen,M,30,172,65,Finland,FIN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
3022,Pentti Johannes Alonen,M,30,172,65,Finland,FIN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,NA
3080,Robert Alt,M,29,NA,NA,Switzerland-1,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,Gold
3207,Reidar Jakob Alveberg,M,39,NA,NA,Norway-1,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,NA
3214,Renzo Alver,M,23,178,83,Italy-2,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,Silver
3214,Renzo Alver,M,23,178,83,Italy-2,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,Silver
3288,Else Amann,F,32,NA,NA,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,NA
3288,Else Amann,F,32,NA,NA,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,NA
3327,Antonio Amato,M,22,NA,NA,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,NA
3331,Amaury Antnio Pasos,M,20,190,90,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,NA
3359,Paul Ambros,M,21,174,76,Germany,GER,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
3453,Slava Lvovich Amiragov,M,30,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,NA
3456,Benik Amirian,M,NA,NA,NA,Iran,IRI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,NA
3456,Benik Amirian,M,NA,NA,NA,Iran,IRI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
3456,Benik Amirian,M,NA,NA,NA,Iran,IRI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,NA
3479,Karl Vilhelm Nordstrm Ammitzbll,M,40,NA,NA,Denmark,DEN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",NA
3479,Karl Vilhelm Nordstrm Ammitzbll,M,40,NA,NA,Denmark,DEN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",NA
3548,Abdul Karim Ohimai Amu,M,23,185,77,Nigeria,NGR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,NA
3548,Abdul Karim Ohimai Amu,M,23,185,77,Nigeria,NGR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,NA
3571,An Byeong-Seok,M,NA,180,NA,South Korea,KOR,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,NA
3607,An Yeong-Sik,M,NA,NA,NA,South Korea,KOR,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,NA
3641,Mircea Anastasescu,M,25,178,75,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",NA
3673,Olle Henrik Martin Anderberg,M,37,NA,NA,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",NA
3673,Olle Henrik Martin Anderberg,M,37,NA,NA,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Lightweight, Freestyle",NA
3728,Hans Christian Andersen,M,42,NA,NA,Denmark,DEN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",NA
3728,Hans Christian Andersen,M,42,NA,NA,Denmark,DEN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",NA
3734,Hjalmar Johan Andersen,M,32,NA,NA,Norway,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 5,000 metres",NA
3734,Hjalmar Johan Andersen,M,32,NA,NA,Norway,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 10,000 metres",NA
3741,Jens Christian Andersen,M,27,NA,NA,Denmark,DEN,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Middleweight,NA
3802,Colin Anderson,M,NA,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Running Target, Single And Double Shot",NA
3805,"David Rollo ""Dave"" Anderson",M,24,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,NA
3854,Paul Edward Anderson,M,24,178,141,United States,USA,1956 Summer,1956,Summer,Melbourne,Weightlifting,Weightlifting Men's Heavyweight,Gold
3869,Wendell Richard Anderson,M,22,182,77,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
3876,Karen Linnea Anderson-Oldham,F,18,165,53,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,NA
3937,Karl-Ivar Andersson,M,24,NA,NA,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Individual",NA
3937,Karl-Ivar Andersson,M,24,NA,NA,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",NA
3950,Lennart Andersson,M,31,NA,NA,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,NA
3984,Rune Ivar Charles Andersson,M,26,NA,NA,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,NA
3992,Sven Gustav Andersson,M,34,NA,NA,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 5,000 metres",NA
3992,Sven Gustav Andersson,M,34,NA,NA,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 10,000 metres",NA
3997,Hans Lennart Andersson-Tvilling,M,27,NA,NA,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
3998,Stig Gunnar Andersson-Tvilling,M,27,NA,NA,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,NA
4057,"William Jules ""Bill"" Andre",M,25,178,68,United States,USA,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Individual,NA
4057,"William Jules ""Bill"" Andre",M,25,178,68,United States,USA,1956 Summer,1956,Summer,Melbourne,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
4066,Nicholas Gaston Andr,M,22,NA,NA,South Africa,RSA,1956 Summer,1956,Summer,Melbourne,Boxing,Boxing Men's Welterweight,NA
4123,Cyril Romain Andresen,M,26,NA,NA,Tip,DEN,1956 Summer,1956,Summer,Melbourne,Sailing,Sailing Mixed Three Person Keelboat,Silver
4126,Hans Magnus Andresen,M,26,NA,NA,Norway,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
4126,Hans Magnus Andresen,M,26,NA,NA,Norway,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,NA
4227,Gennady Ivanovich Androsov,M,17,169,61,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
4254,Arere Anentia,M,NA,175,67,Kenya,KEN,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 5,000 metres",NA
4279,Manuela Angeli,F,16,172,58,Italy,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Figure Skating,Figure Skating Women's Singles,NA
4282,"Angelo ""Angelim"" Bonfietti",M,30,178,NA,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,NA
4303,Petar Ivanov Angelov,M,23,NA,NA,Bulgaria,BUL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,NA
4303,Petar Ivanov Angelov,M,23,NA,NA,Bulgaria,BUL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
4303,Petar Ivanov Angelov,M,23,NA,NA,Bulgaria,BUL,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,NA
4341,Giorgio Anglesio,M,34,NA,NA,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Fencing,"Fencing Men's epee, Team",Gold
4348,"Heinrich ""Heiri"" Angst",M,40,NA,NA,Switzerland-2,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,NA
4348,"Heinrich ""Heiri"" Angst",M,40,NA,NA,Switzerland-1,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,Gold
4349,Max Angst,M,34,NA,NA,Switzerland-1,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,Bronze
4349,Max Angst,M,34,NA,NA,Switzerland-2,SUI,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,NA
4375,Nikolay Petrovich Anikin,M,24,NA,NA,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
4375,Nikolay Petrovich Anikin,M,24,NA,NA,Soviet Union,URS,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
4507,"Donald William James ""Don"" Anthony",M,28,NA,NA,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Hammer Throw,NA
4519,Sava Anti,M,26,NA,NA,Yugoslavia,YUG,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,Silver
4533,Eduard Antoch,M,NA,NA,NA,Czechoslovakia,TCH,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,NA
4539,Roger Antoine,M,35,187,82,France,FRA,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,NA
4552,"Cosimo ""Nino"" Antonelli",M,31,NA,NA,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Men's Water Polo,NA
4555,Constantin Antonescu,M,33,165,69,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",NA
4555,Constantin Antonescu,M,33,165,69,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
4555,Constantin Antonescu,M,33,165,69,Romania,ROU,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
4573,Anatoly Antonov,M,NA,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,NA
4590,Hans Bertil Augustin Antonsson,M,35,187,100,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",NA
4608,Kaarlo Erkki Kustavi Anttinen (Andersin-),M,41,180,77,Finland,FIN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",NA
4608,Kaarlo Erkki Kustavi Anttinen (Andersin-),M,41,180,77,Finland,FIN,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",NA
4655,Yukiyoshi Aoki,M,22,NA,NA,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Swimming,"Swimming Men's 1,500 metres Freestyle",NA
4681,Jaime Aparicio Rodewalt ,M,27,170,63,Colombia,COL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,NA
4681,Jaime Aparicio Rodewalt ,M,27,170,63,Colombia,COL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres Hurdles,NA
4681,Jaime Aparicio Rodewalt ,M,27,170,63,Colombia,COL,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 4 x 400 metres Relay,NA
4760,Virgilio Ara Perdomo,M,20,NA,NA,Cuba,CUB,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,NA
4764,Dakula Arabani,M,NA,NA,NA,Philippines,PHI,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,NA
4764,Dakula Arabani,M,NA,NA,NA,Philippines,PHI,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
4786,Riichi Arai,M,23,NA,NA,Japan,JPN,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,NA
4819,Gilda Aranda Rojas,F,NA,NA,NA,Mexico,MEX,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 400 metres Freestyle,NA
4873,Pedro Araya Zabala,M,31,NA,NA,Chile,CHI,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,NA
4884,Victor Arbez,M,21,180,80,France,FRA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,NA
4884,Victor Arbez,M,21,180,80,France,FRA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,NA
4898,Nicolas Arcales,M,41,NA,NA,Philippines,PHI,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Middleweight, Freestyle",NA
4917,David Douglas Archer,M,28,NA,NA,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,NA
5019,Ansio Argenton,M,25,181,NA,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Cycling,Cycling Men's Sprint,NA
5019,Ansio Argenton,M,25,181,NA,Brazil,BRA,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's 1,000 metres Time Trial",NA
5051,Luis Arias Carraln,M,25,NA,NA,Spain,ESP,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
5051,Luis Arias Carraln,M,25,NA,NA,Spain,ESP,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,NA
5062,Achad Arifin,M,NA,NA,NA,Indonesia,INA,1956 Summer,1956,Summer,Melbourne,Football,Football Men's Football,NA
5099,Andrey Arkhipov,M,NA,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,NA
5143,"Heather Joy Armitage (-Young, -McClelland)",F,23,171,64,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 100 metres,NA
5143,"Heather Joy Armitage (-Young, -McClelland)",F,23,171,64,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 200 metres,NA
5143,"Heather Joy Armitage (-Young, -McClelland)",F,23,171,64,Great Britain,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
5162,Ivan Desmond Armstrong,M,28,NA,NA,New Zealand,NZL,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,NA
5196,Horst Arndt,M,22,NA,NA,Germany,GER,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Pairs,Silver
5219,"Donald John ""Don"" Arnold",M,21,178,83,Canada,CAN,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxless Fours,Gold
5255,Walter Eric Aronson,M,38,189,90,Sweden-2,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,NA
5255,Walter Eric Aronson,M,38,189,90,Sweden-2,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,NA
5256,Ivar Mauritz Aronsson,M,28,NA,NA,Sweden,SWE,1956 Summer,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Fours,Silver
